company,positionName,location,clean!,url
VillageMD,"Practice Manager - Dallas, Pleasant Grove","Dallas, TX 75201",clinic lake healthcare transformation health healthcare led forefront healthcare equipping digital strategy status humility learning clinic flow training triage completion gap closure capture access leadership protocol onboarding clinic escalation clear interpreting supply delegation training demand hiring mentoring coaching completion payroll resolve flow gap leadership intelligence accountability performing pressure urgency mentoring fostering teamwork drive drive building humility drive addition salary bonus health tax clear healthcare healthcare building healthcare religion color status status status,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BhetQ0WZcPsiD86nUabJ7R7XVNhXOSO_Czt_i7pxvBQvNvVKRcO7a9tU37nA6iYjM4PJYhcnQLlJWux5PCPqZYQfIsON6Jd3mqT5JAjkDv7T_q8JThhzKSL8GDAh5hqII_GVu_WYjekUUa8__AJsO-1s4ALM5s9ydZWDPJDQ1Azdir-mKI_bqmINvNf0SgoiG0v6xTAgcc5jAz2gikLuhRqrB09X0JKmEE5qC1LhNW_qso0vlqUbz7G64_wnYymyIqs56QhYeFbZ-1FhpuziEJ7etLo1UcIAzrOlbNNcPBtwXeILXXiKu5n0XFSoc0nfy6rxa3kOr-bZLXlEXGkOefFh3ZX_l5E7e_MZv5_20Bnz8M62qSzTcuAlCulQGe5VSQzUoi1Z21_p6PhaI3FHunM6EZxkPmaMneWZJiIkj5lY2Ih4kqRno8iaMSNfcmXUyo_MqOlwxGS66U5VLTJ6W--egDjyx0P_cYwW2R2JbJdIKQP_ULIqLvjXpasTm7llA=&xkcb=SoCS-_M3X8GCpKQTKB0LbzkdCdPP&p=0&fvj=0&vjs=3
Monarch Dental,Treatment Coordinator,"Garland, TX",ideal monarch office office health health insurance insurance general monarch building terminology insurance customer family affiliate workplace,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DcNbQtVDx3DUCLSH-bSUdFLy88KIr4AWllF_VMvaQMvL7eKAMC6H8O4XI1Gt7FU-FBANuFEICASJbpv0bKXxdbwWiGJOuVPA_1tq86izlzB7g0mIjZApD0e97gX0NR275uHvQGOcfHFJ0b7123wRUVhUc-XCGLe-lT0BfPE-zUsWludaDfvL-QN4iL-PBZc2y7Q3eZe5KKZMAY1GpBdIDHqiZ2uNJlxpGola7sXCMAYh-UMqVHevzvYLsyPXsiS6p2ogDAp6wESK3XhR5TzuTzwt_G3GWzngYEhfOFSzZ7xDBr2If40VT-cg7WXx7GXTUz8RGT-xW5F6iiW_Tg_0THo7nJ6JVaLzVe5L6XoqLrxuGgrIG6hHUqsNkD-m4-O0_nGH0O7Ce_FAH5Jsa0IzgxaDmGMj3_Jc8QMCCPItvABzW2T1iJ6fdqiEW6apO9vZy2DmZaHSWMi1wfghx8oFTx-WFbNl-xC5-kgQrZ0407smrJ19XA14moeznH6xuYribGGWeIm0Ro7VtKqkMtimtpkoCXv_v6iQuErKIcn2DLwr56J1vQu4Tz&xkcb=SoCI-_M3X8GCW1QTKB0PbzkdCdPP&p=14&fvj=0&vjs=3
Royal Family Dentistry,Dental Office Receptionist,"Lancaster, TX 75146",office ideal player pay pay office one,https://www.indeed.com/company/Dental-Zania-Plano/jobs/Dental-Office-Receptionist-e1f6d1e9216bed7d?fccid=75bd6950f24a9c54&vjs=3
Signify Health,Outbound Call Center Rep - Remote,"Dallas, TX",commission training pto health humility health medicare medicaid health healthcare productivity customer health courtesy energy health adherence office productivity reporting escalation coaching hipaa security health general health courtesy lunch insurance pay commission bonus discount internet workspace furniture workspace completion health healthcare healthcare hub building gap risk mobile healthcare organization technology payer healthcare visit www com story,https://www.indeed.com/rc/clk?jk=26248018c0acaddb&fccid=7f3af35993e7f09f&vjs=3
Pediatric Associates,Family Medicine APP,"Dallas, TX",health compassion texas family healthcare healthcare pick pay onboarding health office office clinic licensure advanced pal,https://www.indeed.com/rc/clk?jk=6333d7f0ff5fb262&fccid=d3aa253ac8feceed&vjs=3
Kris Anderson Consulting,Medical Collector,"Dallas, TX",insurance medicare medicaid insurance insurance health record paper record record credit insurance discount resolve health insurance form administrative filing basic internet email utilization customer customer ideal focus pay icd one,https://www.indeed.com/company/Kris-Anderson-Consulting/jobs/Medical-Collector-b661baa69fd264df?fccid=192edbcd8572cfd2&vjs=3
Quest Diagnostics,AP Client Service Call Center,"Irving, TX 75063",f resolve histology cytology case processing research resolve fax notification resolve notification documentation reporting reporting research pound pound pound pound demand dexterity terminology office matching insurance health insurance insurance insurance one,https://www.indeed.com/company/Quest-Diagnostics/jobs/Account-Payable-Client-Service-Call-Center-e99c7dad3d44ce8a?fccid=d92b4bd583ab3ea9&vjs=3
Business Integra Inc.,Provider Enrollment Specialist,"Irving, TX 75038",payer payer matrix credentialing credentialing payer training medicare medicaid credentialing customer liaison insurance payer matrix agenda credentialing credentialing credentialing credentialing payer database payer application payer medicare medicaid authentication medicare medicaid credentialing health insurance portability accountability hipaa disclosure health confidentiality clear infection pay medicare medicaid credentialing terminology one,https://www.indeed.com/company/Business-Integra-Inc/jobs/Provider-Enrollment-Specialist-ad50f6b59ac2e00f?fccid=975e48078949217f&vjs=3
Pediatric Associates,Medical Receptionist,"Dallas, TX",office office english spanish bonus office discharge insurance pcp pay balance health balance visit form insurance eligibility demand insurance pcp mail waiting security travel office office reach dexterity reach shoulder ppe licensure one office terminology protocol grammar spelling instruction customer etiquette confidentiality fax,https://www.indeed.com/rc/clk?jk=3ae52b26a6b836ab&fccid=d3aa253ac8feceed&vjs=3
Metrocare Services,Patient Services Representative IA- 2 Shift Options- Part Time,"Dallas, TX 75211",health developmental addition health research health general developmental health illness focus family performing customer flow visit visit status clear assessment authorization form record discharge paperwork copying general office payroll supply lunch confidentiality record training customer training customer training switchboard training confidentiality training customer office customer reporting diplomacy customer window microsoft suite basic excel email word processing internet registration salary training matching health matching base salary tobacco health family campus tobacco recruiter,https://www.indeed.com/rc/clk?jk=e13fc93b61d5c668&fccid=dfc292e253e0b90a&vjs=3
Methodist Health System,PATIENT CARE TECHNICIAN - EMERGENCY ROOM BR,"Richardson, TX 75080",healthcare completion military healthcare basic ged healthcare texas award award campus health rehabilitation acute one award commission gold cancer ancc advanced commission gold plus radiology,https://www.indeed.com/rc/clk?jk=02868be2d61db834&fccid=59ec51ac96e250f9&vjs=3
Texas Health Resources,Cath Lab Technologist,"Bedford, TX 76022",bonus family texas health family texas health texas health health one health plus award texas health family health completion technology cardiology electrophysiology basic advanced insurance health insurance insurance pay signing bonus one,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AtLNH-zDJFgtwXoeuE298wPWYZEEEqc8y9vNiU4Lp5C9Pqu2-HL_lRIVcZknwISkZX7Kt0dYtXtBucWiZdZmIqsvlTBV_CfaMAcCIHQkJX0RtLcR60_uKeMTlzRHGrRvamvnv270iU7UEZ0psDQqTOqIeqySG-dJULIfUiT0R0pCRdHG0d-NGYCpG8Pzq2UMLKmAuuBAGjZbHWNB-SF4Nm-0frDHu--h3ZXzY-wxKuQZEQk5UWTbNiLc2DKICousBoKLQEU2RiXVJSi7GJe5u4y-5RFh00IkjOQOvXuScpW54zjbFcqmv5qb8rPGIwAFggMHrxLh9nM0JYJVxGncVUsJJbRgqs1VHts6zfJO1bic8xOJd8ndnVEV9U9_qZORAI0jcqlLH8MsfdQRQ-qflhlTn-upTqJNFADlPtytrgFMlsWJzvtcMSJrGZGBAGpljV78mAHQnkQOVVH9Mz3kEN9DWqt9_Xg3E9zKJf-zTiPmKRzM7sfB0-3fQNktJPDXI2Fj_NCBUVIg==&xkcb=SoD--_M3X8GCpKwTKB0JbzkdCdPP&p=6&fvj=1&vjs=3
Witt Chiropractic Clinic,Chiropractic Assistant,"Euless, TX 76040",organization chiropractic administrative ideal chiropractic office chiropractic chiropractic pay chiropractic availability one,https://www.indeed.com/company/Witt-Chiropractic-Clinic/jobs/Chiropractic-Assistant-d22262702da9d9d0?fccid=1b3bb97b5f91fc42&vjs=3
Kris Anderson Consulting,Certified Nursing Assistant/Hospice Aide,"Richardson, TX",bathing skin preparation family supply prescription medicine tube infection pay medicine acute availability road,https://www.indeed.com/company/Kris-Anderson-Consulting/jobs/Certified-Nursing-Assistant-Hospice-Aide-fdf196743f80bf96?fccid=192edbcd8572cfd2&vjs=3
Catalyst Health Group,Care Coordinator NTX,"Plano, TX 75024",utilization wellness health creativity organization one one accountability prevention maintenance health wellness waste discharge health protocol access discharge clear documentation filing customer health health healthcare project literacy word excel demand,https://www.indeed.com/rc/clk?jk=0e1c591e694571f5&fccid=80c2e58b0289feb6&vjs=3
Petco,Veterinary Assistant - PT,"Cedar Hill, TX 75104",teamwork customer tone customer fostering performing customer teamwork organization accountability pulse respiration record record history visit surgery dentistry record relay record anesthesia discharge training general dissemination maintenance organization customer player bending pound supply consideration color religion status classification,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DQ-j1izUtN9N5w-y7uYwhRyqKkbmwpg-nWm_Wwfqwe8NMD7fbKUrobPTbRXT8ICBB1KUtzDOrh40BRu1Y_QOXbvOMFXZCxNjP7bYkrBxCvcEqua7l1ayydbF4Sjdek7c0UrHffAVUgUOUeIaDdo5zIMLPNaHs4_L-UFyqCW9fk5xtIwXQRXg97Cd9GUr6SIyUBKd30WPVFb5Do4gRQrkGyI3stZQ74dVMQ_tlO3IdX5XOtXrwYySof71zEfeSyR86IyH6FiUiw0yP-e3-nNwZteXp0VpBQikx9jXLf4STO_coGUuUSm1vRAnLy0JNv7sWxBcvECTGGWFmMmNh2Dy_A3YPva9-LbLg_YL2v7v3JE2sjJ0Fr5TDW6Uaipb0D8KGNaZf3YP0RJHRCBHYgvELVSn0wy2Cs8dcK97txpl-aj2WryzbOBn33qa6EG0xek1_PvFBPmKTN6ylHB2lTnaP9rDuDF7GUWWhXy2zjndfN1wQR4VB2MIbct4VyolZG4fra_1-z1s0VfW-awt2NBExt_0_uBEB0MJUwkVqMlj8-WNdxkn2s6GwM&xkcb=SoAb-_M3X8GB8CAzmj0KbzkdCdPP&p=12&fvj=0&vjs=3
Albertsons Southern SP,Certified Pharmacy Technician (CPhT) - Tom Thumb #3614,"Dallas, TX 75208",customer processing prescription atmosphere customer customer resolve customer prescription record record allergy prescription authorization basic prescription prescription basic prescription form differentiation access record cash prescription access availability prescription prescription prescription organization supply supply processing record cash credit merchandise security safeguard confidentiality preparation cash reporting stocking storage packaging administrative paperwork record paperwork retail workplace sanitation performing customer reach dimension reach truck dexterity completion basic mathematics sanitation cash supply travel travel general classification insurance discount health insurance insurance insurance availability one,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2ZXh5Xm9Dw8rJjIL4HJG3ImjrOWvvmltip51Pp5-34BORsBdp0GGiYckpIvWbk9XcK6dUMX_SiL60BPcCRJZHenccm7ANaJij3FoiX8XiI_Adyv2Xe3-7V8EyrRB5Zpq-zPrtNQOwr5dl9-3QWk4wk0InhlJAz5z6-OtwT2PuYkd7MUG6cQZX1u2nUM73NwbiVi1bI93hjVuWfpnEpoGE1nGmAVSDWr-Tebd4DbwXoAwrzoiKym7siYJHkRgbqJqZTPbpqJcpahOI1AUTWqbMJngU1_IKp4-rsuQxP2rpaDZoqe_Nw-vYCk7t1ZFdQ6S-AVJJ9QM1ZuG9oqQAJWOZRPHTyDdavLiyijsgiP0Sk4ZHOOJJxO-p8Baaefhzzs6UMKhkAH0l5sr1uP15oIZEuw-of8VBQDjXJn7J_KPFHDRn2hcTGkJre_kx3Zb-DiblkRkJnhduaOX_gmrj3EZO7NHcgaYdwut_c12aGrCQlH3M8ho3xNVBaq7OXsCW57Aj23cTcN2CUQ==&xkcb=SoC0-_M3X8GBjaQSNJ0LbzkdCdPP&p=9&fvj=1&vjs=3
Brentwood Place Four,CNA,"3505 S Buckner Blvd # 2, Dallas, TX 75227",pick insurance health insurance insurance insurance compassion wage bonus family interview interview texas general water water reach c n c n,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DD2V1dVvHY7YUavz6d7KPAc7CkLwG9yb4FA7pLC-UVvpG0wjCnB0YJq7jIb3JYxrfeHNrAqTbWdrQgFcc3UZk-GORAtAzeHrbDnj9Hj1-W3wkesGN2iHbHWAplp-aG2QCxR82OXIVSGUwplRBjF1lpquhptcHXu4r24GC-SKwIoug3IWU3Q06CmK0HorW1DrWiiQ1ip2J4DiwiZzvuYN7L5SZIveKvXGQA3NIY2N-31utnOhYXYP6LZ8l5gjmKJXQxFHjcCEAo5VoAYIos2CUnibqk4b-KjWkM036G_e6kmeCeypL8hhuXADyd-kRz-FFdaODoqvbYVYUbEgbwj6V9iF_dhnBOLQaTYXbggXvrlBavJ-CJD43iYF3wL22STmyee9x43PRrksI8xgur6OrKQ68xn8KjeFe26UhY99QY5tdbFRdUpzdU92jI7UDZwtTB1BViEZTl0o_WV96NcZ_XmBGaq1RbNPM3yv9GRDUdKmorayVR4XsDbEpfWXuB3b4xBVmIzF9qDnZSS2LbueVSlj19bSP7V891dhTwWRDKnrMigpLGWhguFUnAvi0yQ_wOMQ1aoSvfswUi67ncMFRwvTKPeTFm0lE=&xkcb=SoAp-_M3X8GBjaQSNJ0IbzkdCdPP&p=12&fvj=0&vjs=3
Golden Acres Living and Rehabilitation Center,Dietary Aide - Daily Pay Available,"Dallas, TX 75228",rehabilitation interview pay money availability pay bonus training health insurance insurance pto pay matching insurance health insurance insurance insurance one,https://www.indeed.com/company/Golden-Acres-Living-and-Rehabilitation/jobs/Dietary-Aide-6b816308fef76e94?fccid=3fe23730f97dec21&vjs=3
ARC Healthcare LLC,Coding Specialist,"Dallas, TX 75235",llc texas charging abstracting copc clinic medicine health icd hcpcs health acute office charging episode copc clinic medicine health icd hcpcs medicare medicaid aha productivity documentation insurance reporting database classification health health organization customer adherence accreditation health licensure health one health rhit health rhia cc cc procedural one cpc cpc cpc cpc cpc cpc designation classification discount availability icd one,https://www.indeed.com/company/ARC-Healthcare-LLC/jobs/Coding-Specialist-7935b1e8c7692a8b?fccid=a0fbd594d55cc12f&vjs=3
Golden Acres Living and Rehabilitation Center,CMA - Certified Medication Aide PRN,"Dallas, TX 75228",hiring bonus pay interview pay matching insurance health insurance health insurance insurance overtime availability availability one,https://www.indeed.com/company/Golden-Acres-Living-and-Rehabilitation/jobs/Certified-Medical-Assistant-46b62cf40526b214?fccid=3fe23730f97dec21&vjs=3
Medco,Patient Account Resolution Services Specialist,"Dallas, TX 75201",resolve resolve balance customer focus ged customer negotiation revenue balance resolve balance customer one customer discount typing window microsoft office typing word customer acting word one productivity learning organization english english writing writing listen word speech speech speech clarity cooperation cooperative discretion workplace persistence persistence mastering office performing listen interpret insurance health insurance insurance one,https://www.indeed.com/company/Medco-Health-Solutions-Inc/jobs/Patient-Account-Resolution-Service-Specialist-887036deea489966?fccid=494fbee480b08c2c&vjs=3
BioSTAT,Weekend Mobile Phlebotomist,"Addison, TX 75001",drawing documentation customer compassion courtesy stat 365 health phlebotomy clear transportation insurance proof drive phlebotomy pay insurance health insurance insurance availability consideration testing ppe supply one,https://www.indeed.com/company/BioSTAT/jobs/Weekend-Mobile-Phlebotomist-6661daf8067681de?fccid=07a8bd77e5589ff5&vjs=3
Golden Acres Living and Rehabilitation Center,CNA - Work at Golden Acres - Cruise the Caribbean,"Dallas, TX 75228",hiring cash cnas cnas bonus pay interview pay matching insurance health insurance health insurance insurance overtime availability caregiving one,https://www.indeed.com/company/Golden-Acres-Living-and-Rehabilitation/jobs/CNA-2180944b7bad06d4?fccid=3fe23730f97dec21&vjs=3
Dallas Nephrology Associates,LVN,"4701 Old Shepard Pl, Plano, TX 75093",nephrology dna office dna texas principle accountability teamwork office clinic pressure office customer venipuncture dialysis pay matching insurance health insurance insurance insurance dialysis clinic clinic spanish one,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DukAwDndutArnS8OT3znlJ-TW2KpK_7rZjO0LfXc6UVKAIaA_kKqterKgA7fzweeA1A6lrk7yeXDWj5Ep0Un2DSjHwqmWL34EjihzmQn3jT0sG7wFJn4ssG2njEkQfhpgBitRAQTi7xaaXCqXJvnjR3egj118bU4slOqbpfstYdrS-facMuMeo9rkA5Y4nA1Gr4sHNBewKFDlvdnUnZA9Pl0M7x57jFkLeYV8TQki4EAZbE88xO6BI9-o0umNYqWkcPIFutAoJzFXYSwtLZY7_MxvtSel_rczuBW8v0vs8xPwhNkZhcuFQkn5tBFGV57sxXS4P3TVHanWAJ6c_X6lek6EdsV4hxtqh8H1IoJ0NgIms5XqY10w0B74b3x31tvdIu-9pL-Bx4MPlPI3_S-LJp_GgyUCMRDpY-KFtoCSWPSTIz0COxU_iwiBe4epS7oSQGoZw5HiMIgrkmcWB93RQcYuGbStfhqvtus7Aca4kNXgi4OYHlSZMbkhf7MoB0mU=&xkcb=SoBo-_M3X8GBxm2aVp0LbzkdCdPP&p=11&fvj=1&vjs=3
Senior Helpers - Greater Dallas,Scheduling Coordinator,"Richardson, TX 75080",scheduling forefront family health assessment case scheduling scheduling conflict record office licensing insurance one recruiting customer general healthcare player conflict discrimination color religion status genetics status pay health customer one,https://www.indeed.com/company/Senior-Helpers/jobs/Scheduling-Coordinator-abb039dc57f75a40?fccid=ba98ee249c461680&vjs=3
United Allergy Services,Bilingual Medical Assistant/Allergy Technician,"Dallas, TX 75224",allergy allergy enterprise advanced technology form allergy sensitivity one allergy allergy healthcare allergy allergy office allergy mixing immunotherapy allergy allergy building training insurance wellness coaching online learning healthcare allergy testing formulation preparation immunotherapy immunotherapy paperwork insurance eligibility immunotherapy documentation office office healthcare customer retail srt healthcare customer retail healthcare customer retail pay insurance health insurance insurance insurance application spanish one,https://www.indeed.com/company/United-Allergy-Services/jobs/Bilingual-Medical-Assistant-Allergy-Technician-f53fad3ab3842550?fccid=dd1bbbaba1dd5f5d&vjs=3
OPCO Skilled Management,Private Collection Specialist,"Irving, TX",healthcare pto payer pay cash flow performing insurance insurance liaison medicare medicaid pay payer terminology organization urgency,https://www.indeed.com/rc/clk?jk=3fb5c5902dbce309&fccid=5652ad3aa2e33bd5&vjs=3
National Veterinary Associates,Service Desk Technician II,"Dallas, TX",application access email research resolve base technology resolve ticketing window window window terminal application licensing troubleshooting office excel word powerpoint outlook acronis fog router wireless basic troubleshooting traverse troubleshooting basic connectivity mobile documentation customer customer base panic pressure office base box resolve pressure customer consideration color religion status sponsorship hiring eligibility,https://www.indeed.com/rc/clk?jk=11d9ed44061e2d81&fccid=aae2a27b439cadd3&vjs=3
Metrocare Services,Medical Support Assistant IA- 2 Shift options- Part Time,"Dallas, TX 75211",health developmental addition health research health general developmental health illness focus family processing clinic flow delegation clinic administrative oversight clinic flow authorization application notification authorization venipuncture pcp healthcare confidentiality ged commission accreditation health health training phlebotomy registration training registration texas live texas liability insurance liability drive record salary training matching health matching base salary tobacco health family campus tobacco recruiter,https://www.indeed.com/rc/clk?jk=d5d3770e703755e3&fccid=dfc292e253e0b90a&vjs=3
Monarch Dental,Dental Assistant,"Dallas, TX 75218",health ideal monarch office gps office hygiene strategy health monarch building x family affiliate workplace,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DcNbQtVDx3DUCLSH-bSUdFLy88KIr4AWllF_VMvaQMvL7eKAMC6H8OPoeXWSb2YJdZydpSjEf9IaVj01cGIMhzs-rGW7lwwcasuyLJG3c__nxk_5NQlsUApuke0pBk1tLJubDxQTlg75HIdvc8capMJ-O21emetG26QceK0kq0UyimtBMGSiVcr5RUH0J0IlPfrbCJ8L_Orjz7zO1RMv-zXeUDbS6c-7YaUPNiM89ayfg6MRdiY6bkrkmtEzZcF4VJ-DyDLEx8oWZ6HdX1L49ENMnE4sYbSyTgOHW3pnz8QpX8j4oMcVydT4QIhJaTPiLFAB9NigcgNZVDR-bPPUh5X37al8W6sw1-e2NFsn8k_4wzEC_rrBrB0atHtDiVbSMYrrQuHoEeYmDIPuMKBcGadC7vxHFU8LEN8BmpU_4hB-YbvxKvXN-_TTsMsMAxd5gcHA6FHsZFwpRrKzt-MeIB3OrYgtelRd29ek21JoMzv7ypUH4ZPr3qOXGCo6rnP6gbwzylOO_hI47dRoc7pFV5ZNxq5e4v6TK1s-8mcVkcnFSuI838l2uJoHPipAAizIo=&xkcb=SoBB-_M3X8GBxm2aVp0JbzkdCdPP&p=13&fvj=0&vjs=3
Creative Testing Solutions,Clinical Lab Assistant II,"Dallas, TX",record testing record customer customer record documentation confidentiality supply processing waste preparation drive discretion customer testing paperwork supply accessioning maintenance customer resolve resolve shipping supply training workflow training mentoring maintenance record customer confidentiality organization instruction project travel dexterity pound climbing bending shoulder shoulder knee knee pound dexterity pound travel ladder sharepoint general general testing testing family testing testing organization mail email pay transparency,https://www.indeed.com/rc/clk?jk=4af21de1a4b569b2&fccid=20a54e521a9681d8&vjs=3
Crossover Health,Patient Care Host,"Grapevine, TX 75261",health grapevine health health one health one go online health wellness access forefront clinic health insurance insurance health resolve project basic eligibility technology clinic workflow context visit health insurance insurance scheduling email customer apple mac ipad iphone window microsoft hp ownership accountability multitasking conflict health basic pay insurance health insurance insurance grapevine application customer healthcare one,https://www.indeed.com/company/Crossover-Health/jobs/Patient-Care-Host-ba71671650de2668?fccid=7edbf0a68bac57aa&vjs=3
Touchstone Medical Imaging,Patient Authorization Coordinator,"Lewisville, TX",authorization insurance eligibility status authorization online scheduling scanning electronics record performing family insurance radiology online insurance insurance pressure office bonus pto bonus llc office range philosophy art customer payors radiology atmosphere radiology religion color,https://www.indeed.com/rc/clk?jk=85339a754eecef0c&fccid=b42272fe2ab9796a&vjs=3
Labcorp,Research Tech I (Part-time),"Dallas, TX 75206",step research one clinic assessment phlebotomy ideal research protocol learning ladder oncology medicine edge oncology immunotherapy focus online health insurance health insurance wellness award award ace travel insurance training performing administrative pharmacology protocol pressure venipuncture pulse preparation processing protocol research preparation screening record research case form basic record dignity confidentiality ownership emt phlebotomy research organization color religion status store,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPts0BZf5RUYLDzn3w3ZnJ6tvKFkWy9R8DmKHR3APzNZNF8J4gfWIIQlf6cnaX9KxcyQ97MRUSk519RqHyVZEqE-VUMKMtHnS9DlTZnprXRbi3g0hlU17ZLrdavm7eKzXyCtBUPqwhR-QNfNuuv2LClyv4YCrW4T7WAYGNSzS8VF1vmVazfeo1gexv1b2pEVXzFqzI3XClBkdNXIMky7763ZtqdezsJuAOeaISY89rkQdEehpJP3dXJrzXxflIJtvORdY5k9_OoG6-qtMMowoV8nxi_Gil2NqnolgIDzA0X6OzIS6v9WG_vEQYc2ZULGsYXTaX36z7fEaOQtSGjQmS8UrB9ojcm2_dw3Xi1kKH4X_EATC1G8R292P-Emj08C2MuYl2yEzt9R7-C4r49mmiYWN4q8iL-qgqc92l2i4rIQT7lSB5kj860U7iTAidBlJA9VGnuloDkCbKajT6S-B04AbXqCt0go7vTQsOq39aVDKA-04LRLVA_lbAnVzICuHlLIZ74_Jn0Q==&xkcb=SoCj-_M3X8GBxn2aVp0LbzkdCdPP&p=0&fvj=0&vjs=3
The Joint Chiropractic,Chiropractor,"Arlington, TX 76118",texas salary compensation base pay base pay family clinic road discount pto one one training health insurance cash insurance spine health history health documentation clinic wellness chiropractic one f chiropractic chiropractic dc insurance chiropractic texas chiropractic clinic franchise clinic texas florida pay insurance discount health insurance insurance insurance medicine availability pay bonus pay consideration mask application chiropractic one,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CeZeuY1scYKWG_gczgjojXBG0t8wUNMAftv2avwzGBZ2Up_bNZlKpV6DkYOHF9DUVMv2MXeFD-66Gocab43JDsZ5ioHZYIK5vkiqDrexeoIJnY7FFUUBNTbC4chMxaSqHzWGhAE4mRGSkdGsfJlRdXUw0RCBASwcCCvMQClLUaXG5qPEqlEpBrfVxM1-wgGwT90X4k1cNQD3EvrTIXNEot-F7vas-fPX_kfaM3lWQ-lMTWq-Mq8Xdq5jg8vtT3wfhqGC594g3CoBeCIwJ5WBhlMeVOKElluPXqv5xbLP-AQLAMbOO0dlkmigaB6hOJbYOI8ZMQhuMMP1RpB8mF_7BkmPFxmxKuKltiQ3idxH7zSinxdLEKIx_f0Q6iI544R2-uIH_JJ5ycIEdnL2zweQhbxsVxc4mUJXR69pmyxK2bw0uYAIHrr9ocZnawvfqI6C3N_uq3cKcNperv_BLGEPA00_61QdVCT2nh6_vkS0vuhcw_hRajfDXaS_gSr96R_Vk=&xkcb=SoA5-_M3X8GAqhAzmT0ObzkdCdPP&p=10&fvj=1&vjs=3
McKesson,"Sr. Manager, Compliance & Privacy","Irving, TX 75039",technology customer technology licensing saas retail healthcare organization oncology technology cancer office ideal building oig dea auditing risk protection utilization prevention risk healthcare technology training conducting risk assessment auditing collaboration organization word excel database negotiation organization organization confidentiality auditing general office drive health compensation health healthcare payer office spectrum organization catalyst healthcare healthcare shape consideration history compensation addition base pay compensation bonus base pay range consideration color religion status consideration history search application email com resume email box,https://www.indeed.com/rc/clk?jk=911d6d5aab43e2e1&fccid=a7c5036618407010&vjs=3
Carter Bloodcare,Mobile Phlebotomist 1,"Bedford, TX 76021",accountability procurement flow venipuncture customer plus general customer plus cdl plus customer atmosphere color religion status addition pro workplace testing,https://www.indeed.com/rc/clk?jk=b1394ce5421ca0ff&fccid=6a7b9cedef85a2a3&vjs=3
Laurenwood Nursing and Rehabilitation,CNA - Certified Nursing Assistant,"Duncanville, TX 75116",rehabilitation cnas salary licensing interview healthcare insurance history snf family pay insurance health insurance insurance rehabilitation availability caregiving one,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DtZH7rNsRutS97RUThT7zzGSr40GRiuO5DaYDC9-jlMztd3KC1afq5ySVGPIrzpTwy4ZnyXhDm1L77Dc1l5tve1IQMjPMFcIqm6AjQMJBrxv_LWleLFVSozMk4fj2-DGDXnPv_RpxdHHWrYusKK4n1YTJAvkJLTNA_tTKWHMJFcwu3N0cSfs0AbAn-NvSv6xw53EtjynkI_kKyCVT2gm3IdTpXrHdtMbd9yozJXjBULBDw8ym0kAKwuqU_CI2ekUd9w32FPlXUSvAKlD7dNJWxkgJqi4S6GZE8IkNK3TooB-DklttWI3G4smaJnWj0v5umNyHUznw41UQ6F34-jcNt8zDHl65-bzJlXSosaazr42nydbQwH99KWV60wcXcR_oIOfBh3fTHeJZ2Qn8Bx8P5jfG_beR33JG3s5dLUJIEfVhVRCzmP71NAiTAMyqV_tcSQP3dHiqOYHctN7x9FPd3qWzXAraxnM9sheGc9w7h9OZk8y0wdJkDZkeZZQ0wsYo=&xkcb=SoBx-_M3X8GAUTAz-z0LbzkdCdPP&p=10&fvj=1&vjs=3
Dallas Counseling and Treatment Center,"Play Therapist (LPC, LCSW, LMFT)","Plano, TX 75024",health office texas rpt rpt status rpt administrative clear administrative independence balance exist emdr basic advanced training fit art supply hipaa email record office space administrative office focus administrative rest licensure lpc lunch app building lunch coffee telehealth office telehealth pay insurance health insurance insurance one,https://www.indeed.com/company/Dallas-Counseling-and-Treatment-Center/jobs/Play-Therapist-10f1e379b5f78f73?fccid=6a2de6195cb8163e&vjs=3
FHR,Certified Medication Aide,"Wylie, TX 75098",indeed dignity ideal wage insurance voluntary insurance matching insurance health insurance insurance insurance rehabilitation one,https://www.indeed.com/company/Farmersville-Health-and-Rehab/jobs/Certified-Medication-Aide-af95f48bbe185a2f?fccid=d80797bd3ccb61d7&vjs=3
Positive Behavior Supports Corporation (PBS),Behavior therapist / Registered Behavior Technician (RBT),"Coppell, TX",organization family focus family strategy wage health insurance drive restructuring teaching completion completion training training training proof training autism spectrum developmental clear step florida texas pay,https://www.indeed.com/company/Positive-Behavior-Supports-Corporation-(PBS)/jobs/Behavior-Therapist-ae9b00a2b96d331e?fccid=ca438b41070a6005&vjs=3
